nodes,rho,network,beta,lambda,media,factor,physical_infectivity,hidden_infectivity,aware,infected
40,0.2,hiv,0.6,0.5,0,0.01,0.1,0.6,0.8571428571428571,0.7428571428571429
40,0.2,hiv,0.1,0.0,0,0.01,0.0,0.9,0.6154761904761905,0.5833333333333334
40,0.2,hiv,0.2,0.4,0,0.01,0.3,0.1,0.9047619047619049,0.13214285714285712
40,0.2,hiv,0.6,0.4,0,0.01,0.0,0.7,0.9357142857142856,0.9083333333333333
40,0.2,hiv,0.4,0.6,0,0.01,0.3,0.2,0.875,0.19999999999999996
40,0.2,hiv,0.6,0.6,0,0.01,0.1,0.6,0.8571428571428571,0.7428571428571429
40,0.2,hiv,0.2,0.5,0,0.01,0.3,0.1,0.9047619047619049,0.13214285714285712
40,0.2,hiv,0.4,0.7,0,0.01,0.3,0.2,0.875,0.19999999999999996
40,0.2,hiv,0.6,0.5,0,0.01,0.0,0.7,0.9357142857142856,0.9083333333333333
40,0.2,hiv,0.0,0.7,0,0.01,0.2,0.4,0.3047619047619048,0.0488095238095238
40,0.2,hiv,0.2,0.6,0,0.01,0.3,0.1,0.9047619047619049,0.13214285714285712
40,0.2,hiv,0.6,0.7,0,0.01,0.1,0.6,0.8571428571428571,0.7428571428571429
40,0.2,hiv,0.4,0.8,0,0.01,0.3,0.2,0.875,0.19999999999999996
40,0.2,hiv,0.1,0.0,0,0.01,0.2,0.5,0.6380952380952382,0.22261904761904766
40,0.2,hiv,0.6,0.6,0,0.01,0.0,0.7,0.9357142857142856,0.9083333333333333
40,0.2,hiv,0.2,0.7,0,0.01,0.3,0.1,0.9047619047619049,0.13214285714285712
40,0.2,hiv,0.4,0.9,0,0.01,0.3,0.2,0.875,0.19999999999999996
40,0.2,hiv,0.6,0.8,0,0.01,0.1,0.6,0.8571428571428571,0.7428571428571429
40,0.2,hiv,0.6,0.7,0,0.01,0.0,0.7,0.9357142857142856,0.9083333333333333
40,0.2,hiv,0.2,0.8,0,0.01,0.3,0.1,0.9047619047619049,0.13214285714285712
40,0.2,hiv,0.4,1.0,0,0.01,0.3,0.2,0.875,0.19999999999999996
40,0.2,hiv,0.0,0.5,0,0.01,0.2,0.9,0.10238095238095238,0.05357142857142857
40,0.2,hiv,0.6,0.9,0,0.01,0.1,0.6,0.8571428571428571,0.7428571428571429
40,0.2,hiv,0.2,0.9,0,0.01,0.3,0.1,0.9047619047619049,0.13214285714285712
40,0.2,hiv,0.6,0.8,0,0.01,0.0,0.7,0.9357142857142856,0.9083333333333333
40,0.2,hiv,0.0,0.8,0,0.01,0.2,0.4,0.3047619047619048,0.0488095238095238
40,0.2,hiv,0.5,0.0,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.2,1.0,0,0.01,0.3,0.1,0.9047619047619049,0.13214285714285712
40,0.2,hiv,0.0,0.8,0,0.01,0.0,0.6,0.4904761904761905,0.20000000000000004
40,0.2,hiv,0.1,0.1,0,0.01,0.2,0.5,0.6380952380952382,0.22261904761904766
40,0.2,hiv,0.5,0.1,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.6,0.9,0,0.01,0.0,0.7,0.9357142857142856,0.9083333333333333
40,0.2,hiv,0.6,1.0,0,0.01,0.1,0.6,0.8571428571428571,0.7428571428571429
40,0.2,hiv,0.1,0.1,0,0.01,0.0,0.9,0.5607142857142857,0.5083333333333334
40,0.2,hiv,0.1,0.7,0,0.01,0.1,0.8,0.44761904761904764,0.30476190476190484
40,0.2,hiv,0.7,0.0,0,0.01,0.1,0.6,0.9023809523809525,0.8107142857142858
40,0.2,hiv,0.3,0.0,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.5,0.2,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.6,1.0,0,0.01,0.0,0.7,0.9357142857142856,0.9083333333333333
40,0.2,hiv,0.7,0.1,0,0.01,0.1,0.6,0.8726190476190476,0.7499999999999999
40,0.2,hiv,0.3,0.1,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.7,0.0,0,0.01,0.0,0.7,0.95,0.9285714285714286
40,0.2,hiv,0.5,0.3,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.0,0.9,0,0.01,0.2,0.4,0.3047619047619048,0.0488095238095238
40,0.2,hiv,0.3,0.2,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.7,0.1,0,0.01,0.0,0.7,0.9476190476190476,0.9190476190476189
40,0.2,hiv,0.7,0.2,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.5,0.4,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.3,0.3,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.0,0.6,0,0.01,0.2,0.7,0.2571428571428572,0.07023809523809524
40,0.2,hiv,0.7,0.2,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.5,0.5,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.7,0.3,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.3,0.4,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.5,0.6,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.7,0.3,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.1,0.2,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,0.3,0.5,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.0,1.0,0,0.01,0.2,0.4,0.3047619047619048,0.0488095238095238
40,0.2,hiv,0.7,0.4,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.5,0.7,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.7,0.4,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.3,0.6,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.5,0.8,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.7,0.5,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.3,0.7,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.1,0.0,0,0.01,0.2,0.4,0.7345238095238096,0.2511904761904762
40,0.2,hiv,0.1,0.2,0,0.01,0.0,0.9,0.5607142857142857,0.5083333333333334
40,0.2,hiv,0.7,0.5,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.5,0.9,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.3,0.8,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.7,0.6,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.5,1.0,0,0.01,0.3,0.2,0.8726190476190477,0.2571428571428571
40,0.2,hiv,0.7,0.6,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.3,0.9,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.0,0.9,0,0.01,0.0,0.6,0.4904761904761905,0.20000000000000004
40,0.2,hiv,0.6,0.0,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.1,0.8,0,0.01,0.1,0.8,0.44761904761904764,0.30476190476190484
40,0.2,hiv,0.3,1.0,0,0.01,0.3,0.1,0.9214285714285717,0.125
40,0.2,hiv,0.1,0.1,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.7,0.7,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.7,0.7,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.6,0.1,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.1,0.3,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,0.4,0.0,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.6,0.2,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.7,0.8,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.7,0.8,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.4,0.1,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.6,0.3,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.4,0.2,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.7,0.9,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.1,0.2,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.6,0.4,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.7,0.9,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.4,0.3,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.6,0.5,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.7,1.0,0,0.01,0.0,0.7,0.9392857142857144,0.9130952380952382
40,0.2,hiv,0.4,0.4,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.8,0.0,0,0.01,0.0,0.7,0.9583333333333334,0.9428571428571428
40,0.2,hiv,0.7,1.0,0,0.01,0.1,0.6,0.8690476190476191,0.7428571428571429
40,0.2,hiv,0.6,0.6,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.1,0.3,0,0.01,0.0,0.9,0.5607142857142857,0.5083333333333334
40,0.2,hiv,0.8,0.0,0,0.01,0.1,0.6,0.8964285714285714,0.8095238095238095
40,0.2,hiv,0.4,0.5,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.1,0.3,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.6,0.7,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.8,0.1,0,0.01,0.0,0.7,0.9476190476190476,0.9190476190476191
40,0.2,hiv,0.1,0.4,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,0.8,0.1,0,0.01,0.1,0.6,0.875,0.7238095238095239
40,0.2,hiv,0.4,0.6,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.6,0.8,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.8,0.2,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.4,0.7,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.6,0.9,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.8,0.2,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.1,0.4,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.4,0.8,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.6,1.0,0,0.01,0.3,0.2,0.9047619047619048,0.29166666666666663
40,0.2,hiv,0.8,0.3,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.7,0.0,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.4,0.9,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.8,0.3,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.0,0.6,0,0.01,0.2,0.9,0.10238095238095238,0.05357142857142857
40,0.2,hiv,0.0,1.0,0,0.01,0.0,0.6,0.4904761904761905,0.20000000000000004
40,0.2,hiv,0.8,0.4,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.7,0.1,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.4,1.0,0,0.01,0.3,0.1,0.9166666666666666,0.1380952380952381
40,0.2,hiv,0.1,0.9,0,0.01,0.1,0.8,0.44761904761904764,0.30476190476190484
40,0.2,hiv,0.7,0.2,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.1,0.5,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.8,0.4,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.8,0.5,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.5,0.0,0,0.01,0.3,0.1,0.9226190476190477,0.19047619047619047
40,0.2,hiv,0.1,0.0,0,0.01,0.0,0.6,0.7714285714285714,0.6369047619047619
40,0.2,hiv,0.0,0.7,0,0.01,0.2,0.7,0.2571428571428572,0.07023809523809524
40,0.2,hiv,0.1,0.5,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,0.7,0.3,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.5,0.1,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.8,0.6,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.7,0.4,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.8,0.5,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.1,0.4,0,0.01,0.0,0.9,0.5607142857142857,0.5083333333333334
40,0.2,hiv,0.5,0.2,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.7,0.5,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.1,0.6,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.8,0.7,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.1,0.1,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.5,0.3,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.8,0.6,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.7,0.6,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.0,0.5,0,0.01,0.1,1.0,0.07738095238095236,0.07738095238095236
40,0.2,hiv,0.5,0.4,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.8,0.8,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.7,0.7,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.8,0.7,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.5,0.5,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.1,0.2,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.7,0.8,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.1,0.7,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.8,0.9,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.5,0.6,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.7,0.9,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.8,0.8,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.1,0.6,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,0.5,0.7,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.7,1.0,0,0.01,0.3,0.2,0.911904761904762,0.36190476190476195
40,0.2,hiv,0.8,1.0,0,0.01,0.0,0.7,0.9428571428571428,0.9166666666666666
40,0.2,hiv,0.1,0.3,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.9,0.0,0,0.01,0.0,0.7,0.9607142857142857,0.9464285714285714
40,0.2,hiv,0.8,0.9,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.8,0.0,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.5,0.8,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.1,0.8,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.8,0.1,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.9,0.1,0,0.01,0.0,0.7,0.95,0.9285714285714286
40,0.2,hiv,0.5,0.9,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.8,0.2,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.8,1.0,0,0.01,0.1,0.6,0.861904761904762,0.7488095238095238
40,0.2,hiv,0.1,0.5,0,0.01,0.0,0.9,0.5607142857142857,0.5083333333333334
40,0.2,hiv,0.1,1.0,0,0.01,0.1,0.8,0.44761904761904764,0.30476190476190484
40,0.2,hiv,0.5,1.0,0,0.01,0.3,0.1,0.9154761904761906,0.14642857142857144
40,0.2,hiv,0.1,0.4,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.9,0.0,0,0.01,0.1,0.6,0.8964285714285714,0.7714285714285714
40,0.2,hiv,0.9,0.2,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.8,0.3,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.6,0.0,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.8,0.4,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.1,0.9,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.9,0.1,0,0.01,0.1,0.6,0.8928571428571429,0.7773809523809524
40,0.2,hiv,0.9,0.3,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.8,0.5,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.6,0.1,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.1,0.5,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.1,0.7,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,0.8,0.6,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.9,0.2,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.6,0.2,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.9,0.4,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.8,0.7,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.6,0.3,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.9,0.3,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.1,1.0,0,0.01,0.2,0.4,0.6976190476190476,0.24047619047619045
40,0.2,hiv,0.8,0.8,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.2,0.0,0,0.01,0.1,0.8,0.6119047619047618,0.5083333333333334
40,0.2,hiv,0.9,0.5,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.6,0.4,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.8,0.9,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.1,0.6,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.9,0.4,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.8,1.0,0,0.01,0.3,0.2,0.9261904761904761,0.3357142857142857
40,0.2,hiv,0.6,0.5,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.2,0.0,0,0.01,0.2,0.4,0.7464285714285714,0.32380952380952377
40,0.2,hiv,0.9,0.6,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.9,0.0,0,0.01,0.3,0.2,0.9226190476190478,0.35
40,0.2,hiv,0.6,0.6,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.9,0.5,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.9,0.1,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.6,0.7,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.9,0.7,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.1,0.7,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.2,0.1,0,0.01,0.2,0.4,0.7416666666666666,0.3178571428571429
40,0.2,hiv,0.9,0.2,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.1,0.6,0,0.01,0.0,0.9,0.5607142857142857,0.5083333333333334
40,0.2,hiv,0.9,0.6,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.6,0.8,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.9,0.3,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.1,0.8,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,0.9,0.8,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.9,0.4,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.6,0.9,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.2,0.2,0,0.01,0.2,0.4,0.7416666666666666,0.3178571428571429
40,0.2,hiv,0.9,0.7,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.0,0.8,0,0.01,0.2,0.7,0.2571428571428572,0.07023809523809524
40,0.2,hiv,0.9,0.5,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.1,0.8,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.6,1.0,0,0.01,0.3,0.1,0.930952380952381,0.21428571428571427
40,0.2,hiv,0.9,0.9,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.9,0.6,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.9,0.8,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.7,0.0,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,0.2,0.3,0,0.01,0.2,0.4,0.7416666666666666,0.3178571428571429
40,0.2,hiv,0.9,0.7,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.0,0.7,0,0.01,0.2,0.9,0.10238095238095238,0.05357142857142857
40,0.2,hiv,0.9,1.0,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,0.9,0.8,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.7,0.1,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,1.0,0.0,0,0.01,0.0,0.7,0.9619047619047618,0.9535714285714285
40,0.2,hiv,0.1,0.9,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,0.9,0.9,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,1.0,0.1,0,0.01,0.0,0.7,0.9619047619047618,0.9535714285714285
40,0.2,hiv,0.9,0.9,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.7,0.2,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,0.2,0.4,0,0.01,0.2,0.4,0.7416666666666666,0.3178571428571429
40,0.2,hiv,0.2,0.1,0,0.01,0.1,0.8,0.5071428571428571,0.3880952380952381
40,0.2,hiv,0.9,1.0,0,0.01,0.3,0.2,0.9357142857142858,0.3369047619047619
40,0.2,hiv,0.9,1.0,0,0.01,0.1,0.6,0.8857142857142858,0.7547619047619049
40,0.2,hiv,0.7,0.3,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,1.0,0.2,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,1.0,0.0,0,0.01,0.3,0.2,0.9285714285714286,0.36309523809523814
40,0.2,hiv,1.0,0.0,0,0.01,0.1,0.6,0.9095238095238096,0.8178571428571428
40,0.2,hiv,0.1,0.9,0,0.01,0.2,0.5,0.5988095238095238,0.1892857142857143
40,0.2,hiv,1.0,0.1,0,0.01,0.1,0.6,0.8964285714285716,0.7738095238095238
40,0.2,hiv,0.7,0.4,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,0.1,1.0,0,0.01,0.0,0.6,0.7166666666666667,0.5166666666666667
40,0.2,hiv,1.0,0.1,0,0.01,0.3,0.2,0.9392857142857144,0.38095238095238093
40,0.2,hiv,0.2,0.5,0,0.01,0.2,0.4,0.7416666666666666,0.3178571428571429
40,0.2,hiv,1.0,0.3,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,1.0,0.2,0,0.01,0.3,0.2,0.9392857142857144,0.38095238095238093
40,0.2,hiv,0.7,0.5,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,0.1,0.7,0,0.01,0.0,0.9,0.5607142857142857,0.5083333333333334
40,0.2,hiv,1.0,0.2,0,0.01,0.1,0.6,0.9059523809523808,0.7619047619047619
40,0.2,hiv,1.0,0.3,0,0.01,0.3,0.2,0.9392857142857144,0.38095238095238093
40,0.2,hiv,0.7,0.6,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,0.2,0.6,0,0.01,0.2,0.4,0.7416666666666666,0.3178571428571429
40,0.2,hiv,0.2,0.0,0,0.01,0.0,0.6,0.7952380952380952,0.6523809523809524
40,0.2,hiv,1.0,0.4,0,0.01,0.0,0.7,0.9464285714285714,0.9214285714285715
40,0.2,hiv,1.0,0.4,0,0.01,0.3,0.2,0.9392857142857144,0.38095238095238093
40,0.2,hiv,1.0,0.3,0,0.01,0.1,0.6,0.9059523809523808,0.7619047619047619
40,0.2,hiv,0.7,0.7,0,0.01,0.3,0.1,0.9273809523809524,0.22142857142857145
40,0.2,hiv,0.2,0.2,0,0.01,0.1,0.8,0.575,0.48333333333333345
